afb5b49e415fabcb28734142a03d394c0c9192f2,DELETE,regular-file,presentation-needs-configuration.webp,12180,
cce776ea1af1e77879845b64db99ded1f8393f6a,DELETE,regular-file,studio/static/page-builder-thumbnails/callToAction.webp,5074,
a4cb552c782adefc6fbc6e700947852c764ce382,DELETE,regular-file,studio/static/page-builder-thumbnails/infoSection.webp,22280,
